SourceFile,Company Code,Legal Name,Trade Name,GSTIN,PAN,CIN,Registered Address,Billing Address,Contact Email,Contact Phone,Default Currency,Books Export Flag,Active From,Active To,Notes,Customer Code,Customer Name,Company,GST Type,GST Treatment,Shipping Addresses,Credit Terms,Custom Credit Days,Freight Terms,Freight Split Notes,Allowed Price Lists,Default Warehouses,Overdue Notification Recipients,Contact Person,Documents,Active Flag,Godown Code,Warehouse,Godown Name,Storage Condition,Capacity UOM,Capacity Value,Batch Tracking Enabled,Default QC Hold Area,Machine ID,Godown,Machine Name,Category,Commission Date,Maintenance Vendor,Next Service Due,Status,Price List ID,Customer,Delivery Region,Currency,Effective From,Effective To,Default Freight Terms,Price Lines,SKU Code,Product Name,Product Type,Goods Sub-Type,Service Sub-Type,Custom Service Category,Description,Batch Tracking Required,Shelf Life (Days),QC Responsibility,QC Template,UOM,Secondary UOMs,Specific Gravity,Conversion Notes,Packing Material Default,Yield Tracking Required,Yield Parameters,Wage Method,Freight Class,Created By,Created Date,Last Modified By,Role Code,Role Name,Module Permissions,Data Scope,Approval Levels,Default Share Rules,Service Code,Name,Direction,Default TDS %,Default TCS %,Warehouse Availability,Staff ID,Staff Type,First Name,Last Name,Gender,Date of Birth,Primary Location,Department,Designation,Employment Start Date,Employment End Date,Employment Status,HR Owner,Shift Assignment,Overtime Eligible,Contractor Flag,Contractor Vendor,Bank Account,ID Proofs,Face Template ID,Photo Reference,Contact Number,Emergency Contact,Address,Remarks,Portal User ID,Employee Record,Primary Email,Mobile,Default Warehouse,Warehouse Scope,Last Accessed,Tax Type,Section Reference,Rate %,Applicable On,Threshold Amount,Company Scope,Template ID,Template Type,Revision No.,Layout JSON/XML,Requires Digital Signature,Approval Log,Transporter Code,Freight Modes,Coverage Routes,TDS Rate %,Payment Terms,Rating,Vendor Code,Vendor Name,Vendor Type,City,State,Country,Pincode,Custom Payment Days,Credit Limit,Credit Days,TCS Rate %,Bank Details,Preferred Transporters,Allowed Warehouses,Attachments,Warehouse Code,Warehouse Type,Geo Latitude,Geo Longitude,Time Zone,Warehouse Coordinator(Office),Warehouse HR Coordinator,Warehouse Manager(s),Warehouse Coordinator(s),Warehouse Supervisor(s)
All Role Definitions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Warehouse Coordinator(Office),Testing 2,Warehouse,Production Request 12000.00 30000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Role Definitions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Warehouse HR Coordinator,Testing for role,Warehouse,Sales Evaluation 12000.00 30000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Role Definitions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,asdfghjk,qwertyu,Company,Others Evaluation 12000.00 30000.00,vgftyuj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Role Definitions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345,asdfghjk,asdfghj,Global,Production Request 12000.00 30000.00,asdfghjk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Role Definitions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741, IT MANAGER,MANAGER,Company,Purchase Request 10000000.00 10000000.00,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Role Definitions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,ENGINEER MANAGER,YES,Warehouse,Others Payment 100000.00 200000.00,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Role Definitions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,DEVELOPER,CRUD,Company,Production Evaluation 12000.00 30000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Role Definitions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,DEVELOPER,CRUD,Global,Purchase Request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Service Catalogues.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,Wages,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,741,CHANGING,Outbound,741.00,654.00,SIDCO IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Service Catalogues.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,Freight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,MATERIAL CHANGE,Inbound,11.00,121.00,UNITED AGRO INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Staff Masters.csv,,,,,,,,,,,,,,,,,,LANCER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784512,Staff,KAMAL RAJ,RAJA,Male,18-Nov-2025,SIDCO IN,Operations,SENIOR manager ,10-Nov-2025,13-Nov-2025,Active,355023000000337031,Day,true,true,3F Industries Limited-West Godavari,AJAY AXIS 74152963 741852963,License 78 10-Nov-2025,748,1763121681992302_WIN_20251105_09_41_02_Pro.jpg,+9112563254178,+917896541231,"chennai, salme, NAMAKKAL, salem, salem, Oman",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Staff Masters.csv,,,,,,,,,,,,,,,,,,LAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Staff,SAN,KANI,Male,18-Nov-2025,SIDCO IN,Operations,DEVELOPER,01-Nov-2025,29-Nov-2025,Active,355023000000278415,,true,true,3F Industries Limited-West Godavari,MOHAN AXIS 1452365478 123652525252,License 988125466584 01-Nov-2025,25425,1762757735009280_WIN_20251105_09_41_02_Pro.jpg,+911236547891,+918569856325,"OMALUR, SALEM, SALEM, SALEM, 636021, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Staff Masters.csv,,,,,,,,,,,,,,,,,,BIOGREEN TECHNOLOGY PVT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Employee,MOHAN,RAJ,Male,13-Nov-2025,UNITED AGRO INDUSTRIES,Operations,DEVELOPMENT,10-Nov-2025,28-Nov-2025,Active,,,false,false,,,,145214,1762756253388290_WIN_20251011_05_25_01_Pro.jpg,+918547669354,+911254668659,"omalur, salem, salem, salem, 636011, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Stakeholder Users.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,,mohanraj@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Stakeholder Users.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dinesh1,MOHAN,dinesh@kriya.ltd,+91123456890,SIDCO IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Stakeholder Users.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dinesh1,,dinesh@kriya.ltd,,SIDCO IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Stakeholder Users.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mohan_test,MOHAN,mohan@lancers.in,,SIDCO IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Stakeholder Users.csv,,,,,,,,,,,,,,,testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,SAN,coordinator@testing.com,,SIDCO IN,SIDCO IN,12-Nov-2025 09:49:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Stakeholder Users.csv,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspended,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,KAMAL RAJ,ROCKY@gmail.com,+9177896541256,SIDCO IN,SIDCO IN,10-Nov-2025 13:12:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Stakeholder Users.csv,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,KAMAL RAJ,mohan@gmail.com,+918869666666,SIDCO IN,SIDCO IN,11-Nov-2025 12:19:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Tax Masters.csv,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-Nov-2025,21-Oct-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TDS,pla,74156.00,Freight,100000.00,BIOGREEN TECHNOLOGY PVT LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Template Libraries.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,11-Nov-2025,15-Nov-2025,,,,,,,,,,,,,,,,,,,,,,,355023000000337031,,,,,,,,,,plkm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDCO IN,,,,,,,,74,Job Work,74,JSON,Yes,355023000000337031 10-Nov-2025 15:11:21 N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Template Libraries.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,,04-Nov-2025,09-Nov-2025,,,,,,,,,,,,,,,,,,,,,,,355023000000278415,,,,,,,,,,Stitching Machine 257373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNITED AGRO INDUSTRIES,,,,,,,,10,Production,1,mmm,Yes,355023000000278415 01-Nov-2025 18:17:42 NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Transporter Masters.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763459212914345_check.jpg,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sdfghj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,Linehaul,,,Net 30,,,,,,,,,,,,,,,,,,,,,,,,,,
All Transporter Masters.csv,,,,2545215265,,,,,ramu@gmail.com,+915236987452,,,,,,,,,,,,,,,,,,,KANNAN KUMAR,1763446129352176_Screenshot__24_.png,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGHWAY King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,Linehaul,EXPRESS HIGHWAY,6.65,Net 15,741,,,,,,,,,,,,,,,,,,,,,,,,,
All Transporter Masters.csv,,,,123652154,,,,,ravi@gmail.com,+919625463588,,,,,,,,,,,,,,,,,,,RAVI,1762758380499890_WIN_20251105_09_41_02_Pro.jpg,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganapathy Roadways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Local Drayage,"SALEM ,HOSUR",0.20,Net 15,4,,,,,,,,,,,,,,,,,,,,,,,,,
All Vendor Masters.csv,,,,37AAACF2643K1ZM,ABCPK1234Z,,,,tpg@fff.co,+918818222571,,,,,,,,KRIYAA,Registered,,,,,To_Pay,,,,,RAM,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Nov-2025 12:43:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM",,,,,,,,,,,,,,,,,,,,,,,,0.50,Advance Payment,,1,3F Industries Limited-West Godavari,Material,WEST GODAVARI,Tamil Nadu,Albania,534101,10,100.00,10,2.10,QQQQQ ygv asdfghjk 26848949814210 8429879874111 Cheque,HIGHWAY King,"SIDCO IN,5566447752",1762758789173930_WIN_20251105_09_41_02_Pro.jpg,,,,,,,,,,
All Vendor Masters.csv,,,,37AAACF2643K1ZM,AAACF2643K,,,,tpg@fff.co,+918818222571,,,,,,,,BIOGREEN TECHNOLOGY PVT LTD,,,,,,Paid,,,,,5566447752,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Nov-2025 11:54:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM",,,,,,,,,,,,,,,,,,,,,,,,,Advance Payment,,UAI,3F Industries Limited-West Godavari,Service,WEST GODAVARI,Andhra Pradesh,Burkina,534101,10,,,,llllll STATE BANK OF INDIA Amalapuram SBIN0001030 152468745222114 UPI,HIGHWAY King,5566447752,,,,,,,,,,,
All Warehouse.csv,,,,,,,,,,,USD,,,,N/A,,,FLIPKART,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5566447752,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P.B.NO-15, TANUKU ROAD , TADEPALLIGUDEM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST GODAVARI,Assam,Algeria,534101,,,,,,,,,741,Factory,11.62290,78.10940,Asia/Singapore,355023000000337031,355023000000278415,355023000000337031,355023000000278415,355023000000278415
All Warehouse.csv,,,,,,,,,,,INR,,,,N/A,,,FLIPKART,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDCO IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P.B.NO-15, TANUKU , TADEPALLIGUDEM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHENNAI,Tamil Nadu,Afghanistan,534101,,,,,,,,,2,Head Office,11.62290,78.10940,Europe/London,355023000000278415,355023000000278415,355023000000278415,355023000000278415,355023000000278415
All Warehouse.csv,,,,,,,,,,,INR,,,,,,,UNITED AGRO INDUSTRIES,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNITED AGRO INDUSTRIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,OMALUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COIMBATORE,Tamil Nadu,Russian Federation,636010,,,,,,,,,1,Factory,11.62290,78.10940,Asia/Kolkata,,,,,
